CÛdigo ”rg„o Superior	Nome ”rg„o Superior	CÛdigo ”rg„o Subordinado	Nome ”rg„o Subordinado	CÛdigo Unidade Gestora	Nome Unidade Gestora	Categoria EconÙmica	Origem	EspÈcie	Rubrica	AlÌnea	SubalÌnea	Valor Previsto	Valor LanÁado	Valor Realizado	Percentual Realizado	ExercÌcio
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	TRANSFERENCIAS CORRENTES	TRANSFERENCIAS DE INSTITUICOES PRIVADAS	TRANSFERENCIAS DE INSTITUICOES PRIVADAS	TRANSFERENCIAS DE INSTITUICOES PRIVADAS	TRANSFERENCIAS DE INSTITUICOES PRIVADAS	0	0	33140341,19		2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	OUTROS RECEITAS DE SERVICOS	OUTROS RECEITAS DE SERVICOS	0	0	154681,61		2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS FINANCEIROS	OUTROS SERVICOS FINANCEIROS	170000000	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS FINANCEIROS	JUROS DE EMPRESTIMOS	34795632510	0	28916972548	83,1	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS EDUCACIONAIS	SERVICOS EDUCACIONAIS	6891324	0	6731267,03	97,67	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE PROCESSAMENTO DE DADOS	SERVICOS DE PROCESSAMENTO DE DADOS	137523	0	203459,99	147,94	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE TECNOLOGIA	SERVICOS DE TECNOLOGIA	1273757	0	714057,27	56,05	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	SERVICOS DE HOSPEDAGEM E ALIMENTACAO	892655	0	658108,31	73,72	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE SERVICOS	RECEITA DE SERVICOS	RECEITA DE SERVICOS	SERVICOS ADMINISTRATIVOS	SERVICOS ADMINISTRATIVOS	869837179	0	837411970,7	96,27	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	PESSOAS FISICAS	25582269791	0	26723219658	104,45	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RECEITA DE PARCELAMENTOS - IRPF	110287806	0	586525331,8	531,81	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	PESSOAS JURIDICAS - LIQUIDA DE INCENTIVOS	92560037724	0	1,13416E+11	122,53	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O COMERCIO EXTERIOR	IMPOSTO SOBRE A IMPORTACAO	REC.DO PRINCIPAL DO IMPOSTO S/ A IMPORT.	38901218866	0	39010106433	100,27	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O COMERCIO EXTERIOR	IMPOSTO SOBRE A IMPORTACAO	RECEITA DE PARCELAMENTOS - IMPOSTO IMPORTACAO	9566118	0	2677612,78	27,99	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O COMERCIO EXTERIOR	IMPOSTO SOBRE A EXPORTACAO	REC. DO PRINCIPAL DO IMPOSTO S/ A EXPORTACAO	227561370	0	-46411448,46	-20,39	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMPOSTO S/ PROPRIEDADE TERRITORIAL RURAL	ITR - MUNICIPIOS CONVENIADOS	722029550	0	927863812,6	128,5	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMPOSTO S/ PROPRIEDADE TERRITORIAL RURAL	ITR - MUNICIPIOS NAO-CONVENIADOS	132658496	0	173444774,1	130,74	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O COMERCIO EXTERIOR	IMPOSTO SOBRE A EXPORTACAO	RECEITA DE PARCELAMENTOS - IMPOSTO EXPORTACAO	627218	0	2937080,15	468,27	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RECEITA DE PARCELAMENTOS - IRPJ	748107890	0	55856981,01	7,46	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	IRPJ - SIMPLES FEDERAL E NACIONAL	2734919455	0	3828538781	139,98	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RETIDO NAS FONTES - TRABALHO	73249728938	0	1,10759E+11	151,2	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RETIDO NAS FONTES - CAPITAL	38058720411	0	51289754212	134,76	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RETIDO NAS FONTES - REMESSA AO EXTERIOR	20683606113	0	23406837433	113,16	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RETIDO NAS FONTES - OUTROS RENDIMENTOS	9743441335	0	9689395574	99,44	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE O PATRIMONIO E A RENDA	IMP.S/A RENDA E PROV.QUALQ.NAT.	RECEITA DE PARCELAMENTOS - IRRF	98323403	0	56090053,01	57,04	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - PRODUTOS DO FUMO	5937088633	0	5683270671	95,72	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - BEBIDAS	3838414387	0	2501620710	65,17	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - VEICULOS	4619692634	0	3740840447	80,97	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	RECEITA DE PARCELAMENTOS - IPI	286145882	0	137109070,8	47,91	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - VINCULADOS A IMPORTACAO	20370392513	0	16839039580	82,66	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - SIMPLES FEDERAL E NACIONAL	485548196	0	441198784,6	90,86	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/PRODUTOS INDUSTRIALIZADOS - IPI	IPI - OUTROS PRODUTOS	16083510550	0	20001497469	124,36	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/OP.CRED.CAMB.SEG.OU REL.TIT.VAL.MOB	IOF - COMERCIALIZACAO DO OURO	7789341	0	19230441,2	246,88	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/OP.CRED.CAMB.SEG.OU REL.TIT.VAL.MOB	IOF - DEMAIS OPERACOES	28947608519	0	34313243510	118,53	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	IMPOSTOS	IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO	IMPOSTO S/OP.CRED.CAMB.SEG.OU REL.TIT.VAL.MOB	RECEITA DE PARCELAMENTOS - IOF	18733626	0	9424407,43	50,3	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTR.SERV.INAT.CIVIL - PAGTO SENT. JUDICIAIS	33117887	0	57926880,38	174,91	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTR.PENSIONISTA CIVIL-PAGTO SENT. JUDICIAIS	7920822	0	10851965,55	137	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB.PROVIS.MOV.TR.VLR.CR.DIR.NAT.FIN.	REC.DO PRINCIPAL DA CONTR. S/ MOV. FINANCEIRA	0	0	-119173,96		2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTR.DO SERV. ATIVO CIVIL P/ REGIME PROPRIO	8945261529	0	8767828409	98,01	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTRIBUICAO DO SERVIDOR INATIVO CIVIL - RPPS	2397159173	0	2321091708	96,82	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTRIBUICAO DE PENSIONISTA CIVIL - RPPS	699142981	0	638658260,7	91,34	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB. REGIME PROPRIO PREVID. SERV. PUBLICO	CONTR.SERV.ATIVO CIVIL-PAGTO SENT. JUDICIAIS	46299835	0	140267890,7	302,95	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES PARA FINANC. SEGURIDADE  SOCIAL	REC.DO PRINCIPAL DA CONTR. P FIN. SEG. SOCIAL	2,11682E+11	0	1,96999E+11	93,06	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	TAXAS	TAXAS PELA PRESTACAO DE SERVICOS	TX UTIL. SISTEMA INT.COM.EXTER.-SISCOMEX	TX UTIL. SISTEMA INT.COM.EXTER.-SISCOMEX	819561932	0	598020277,9	72,96	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES PARA FINANC. SEGURIDADE  SOCIAL	RECEITA DE PARCELAMENTOS - COFINS	1336484144	0	589385787,6	44,09	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICAO PARA DESENV.ENS.PROFIS.MARITIMO	CONTRIBUICAO PARA DESENV.ENS.PROFIS.MARITIMO	33289477	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICAO PARA O ENSINO AEROVIARIO	CONTRIBUICAO PARA O ENSINO AEROVIARIO	39615348	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	TAXAS	TAXAS PELO EXERCICIO DO PODER DE POLICIA	TX DE FISCALIZ.S/ DISTRIB. GRAT.PREM. SORTEIO	TX DE FISCALIZ.S/ DISTRIB. GRAT.PREM. SORTEIO	8159809	0	8464541,61	103,73	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	TAXAS	TAXAS PELA PRESTACAO DE SERVICOS	OUTRAS TAXAS PELA PRESTACAO DE SERVICOS	OUTRAS TAXAS PELA PRESTACAO DE SERVICOS	8398345	0	22398759,61	266,7	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	TAXAS	TAXAS PELA PRESTACAO DE SERVICOS	TX SIST.CONTR. ARREC.ADIC.FRETE REN.MAR.MERC.	TX SIST.CONTR. ARREC.ADIC.FRETE REN.MAR.MERC.	29386791	0	27623298,4	93,99	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA TRIBUTARIA	TAXAS	TAXAS PELA PRESTACAO DE SERVICOS	EMOLUMENTOS E CUSTAS JUDICIAIS	EMOLUMENTOS E CUSTAS JUDICIAIS	1883432964	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES RURAIS	ADICIONAL A CONTRIBUICAO PREVIDENCIARIA	258070224	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES RURAIS	CONTRIBUICAO INDUSTRIAL RURAL	65069598	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB.SOCIAL S/ LUCRO DAS PESSOAS JURIDICAS	RECEITA DE PARCELAMENTOS - CSSL PJ	580431243	0	36198499,47	6,23	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIB.SOCIAL S/ LUCRO DAS PESSOAS JURIDICAS	REC. DO PRINCIPAL DA CONTRIB S/LUCRO PJ	70346269360	0	61390207611	87,26	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES PARA O PIS/PASEP	REC.DO PRINCIPAL DAS CONTR. P/ O PIS/PASEP	11284400194	0	52798071174	467,88	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES PARA O PIS/PASEP	RECEITA DE PARCELAMENTOS - PIS/PASEP	63121716	0	168755839,6	267,34	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTR.REL.A DESPED.DE EMPREG. S/ JUSTA CAUSA	CONTR.REL.A DESPED.DE EMPREG. S/ JUSTA CAUSA	822656322	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTR. SOBRE REMUNERACAO DEVIDA AO TRABALH.	CONTR. SOBRE REMUNERACAO DEVIDA AO TRABALH.	15547567	0	0	0	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES S/ RECEITA CONCURSO PROGNOSTICO	CONTRIBUICAO S/RECEITA DA LOTERIAL FEDERAL	15002170	0	71855645,97	478,96	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES S/ RECEITA CONCURSO PROGNOSTICO	CONTRIBUICAO S/RECEITA LOTERIA INSTANTANEA	11302736	0	15010443,03	132,8	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES S/ RECEITA CONCURSO PROGNOSTICO	CONTRIBUICAO S/RECEITA LOTERIAS DE NUMEROS	855712294	0	4924328577	575,46	2015
25000	MINISTERIO DA FAZENDA	25101	MINISTERIO DA FAZENDA	170013	SUBSEC. DE PLANEJ., ORC. E ADMINISTRACAO-MF	RECEITAS CORRENTES	RECEITA DE CONTRIBUICOES	CONTRIBUICOES SOCIAIS	CONTRIBUICOES SOCIAIS	CONTRIBUICOES S/ RECEITA CONCURSO PROGNOSTICO	PREMIOS PRESCRITOS DE LOTERIAS FEDERAIS	53872745	0	330084002,1	612,71	2015
